City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,9/23/2023,14.15,49.97,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,,
Baguio City,4/29/2023,13.76,37.25,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,0.67,,
Baguio City,6/29/2023,12.33,46.24,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,,
Baguio City,10/2/2023,17.46,48.79,14.09,24.88,24.78,9.4,0.45,8.16,27.19,1.07,9.76,1.02,,
Baguio City,3/16/2023,19.14,50.44,6.29,19.29,15.47,9.87,0.64,11.35,29.47,1.03,6.87,0.58,,
Baguio City,2/22/2023,17.68,31.71,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,0.44,,
Baguio City,9/22/2023,18.82,47.01,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,0.68,,
Baguio City,3/17/2023,13.72,45.56,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,0.33,,
Baguio City,7/1/2023,16.4,47.89,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29,0.26,,
Baguio City,12/26/2023,13.8,50.82,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68,2.27,,
Baguio City,5/12/2023,16.77,36.16,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,0.13,,
Baguio City,11/10/2023,16.22,44.97,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,0.28,,
Baguio City,10/12/2023,11.85,52.32,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5,0.38,,
Baguio City,6/28/2023,20.68,32.86,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2,0.2,,
Baguio City,2/23/2023,19.97,37.9,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77,0.25,,
Baguio City,7/28/2023,10.33,45.36,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,0.21,,
Baguio City,11/3/2023,15.98,44.66,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83,0.24,,
Baguio City,8/12/2023,18.63,36.46,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54,0.3,,
Baguio City,6/15/2023,11.99,43.25,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73,0.21,,
Baguio City,7/30/2023,19,46.73,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,0.18,,
Baguio City,6/18/2023,11.47,33.72,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,,
Baguio City,7/8/2023,17.84,40.78,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,,
Baguio City,10/29/2023,15.85,34.79,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43,0.22,,
Baguio City,9/23/2023,15.78,35.84,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,0.15,,
Baguio City,1/31/2023,15.16,52.02,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,0.23,,
Baguio City,2/7/2023,13.39,50.68,3.12,6.06,5.7,5.8,0.67,13.03,28.03,1.06,2.11,0.15,,
Baguio City,6/20/2023,11.81,31.47,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03,0.16,,
Baguio City,7/28/2023,13.64,45.67,1.42,7.03,4.48,4.36,0.76,10.88,38.75,0.8,1.6,0.15,,
Baguio City,1/31/2023,20.12,49.43,1.45,4.2,3.38,4.21,0.57,12.69,22.15,0.69,1.25,0.13,,
Baguio City,10/2/2023,18.85,47.95,1.56,4.48,3.53,4.22,0.63,10.9,26.79,0.71,1.43,0.12,,
Baguio City,5/14/2023,16.75,49.85,1.14,3.14,2.26,4.47,0.61,8.92,39.57,0.67,2.24,0.12,,
Baguio City,8/7/2023,15.65,36.3,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54,0.12,,
Baguio City,1/21/2023,15.91,39.36,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,0.16,,
Baguio City,3/27/2023,19.25,34.77,2.4,9.61,6.54,3.98,0.39,11.84,46.66,0.67,2.74,0.25,,
Baguio City,3/23/2023,11.82,51.95,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37,0.14,,
Baguio City,3/14/2023,13.84,52.03,1.94,11.38,7.46,3.49,0.64,18.42,19.94,0.33,2.13,0.18,,
Baguio City,2/27/2023,11.31,49.96,2.19,20.61,12.25,4.81,0.65,22.54,20.53,0.67,2.07,0.21,,
Baguio City,8/6/2023,12.79,38.55,2.19,17.13,10.91,7.6,0.54,15.71,25.28,0.52,2.02,0.18,,
Baguio City,8/4/2023,15.77,43.86,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,0.14,,
Baguio City,2/6/2023,11.21,38.63,3.35,13.27,9.6,7.05,0.59,12.58,26.46,0.19,2.64,0.12,,
Baguio City,4/13/2023,17.38,33.34,2.81,12.29,8.89,4.58,0.35,17.07,24.65,0.27,2.25,0.14,,
Baguio City,6/18/2023,15.67,40.06,1.48,12.59,7.81,3.34,0.32,21.81,28.75,0.01,2.55,0.14,,
Baguio City,9/13/2023,15.81,47.44,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28,0.23,,
Baguio City,10/15/2023,17.96,53.94,8.38,29.05,22.21,3.97,0.58,16.03,23.73,0.41,3.95,0.48,,
Baguio City,10/26/2023,11.2,37.82,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,0.21,,
Baguio City,9/20/2023,14.34,46.34,4.67,18.74,13.85,6.85,0.48,12.78,25.81,0.24,1.43,0.13,,
Baguio City,11/25/2023,14.46,37.66,2.79,18.31,12.1,8.01,0.51,8.71,34.54,0.19,1.79,0.13,,
Baguio City,12/6/2023,13.31,34.11,1.97,16.88,10.58,5.65,0.66,16.4,34.16,0.38,1.13,0.11,,
Baguio City,1/11/2023,16.29,33.6,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33,0.18,,
Baguio City,4/2/2023,19.36,44.46,2.1,15.46,9.94,4.07,0.31,12.72,23.43,0.06,1.73,0.13,,
Baguio City,6/16/2023,16.63,45.29,1.99,19.23,11.85,4.84,0.4,13.57,35.2,0.05,1.84,0.18,,
Baguio City,2/8/2023,16.7,33.29,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85,0.27,,
Baguio City,4/6/2023,16.98,52.44,1.76,27.29,16.03,3.52,0.98,16.06,56.99,0.57,3.44,0.37,,
Baguio City,7/23/2023,20.07,48.76,3.54,35.92,21.98,5.61,0.78,16.59,58.87,0.7,5.18,0.51,,
Baguio City,1/20/2023,15.68,37.68,1.17,22.32,12.89,7.12,0.53,16.97,67.99,0.35,2.22,0.38,,
Baguio City,11/11/2023,20.98,42.65,1.12,23.24,13.25,6,0.52,15.33,69.15,0.35,1.97,0.18,,
Baguio City,9/24/2023,18.16,35.06,1.53,20.22,12.09,7.92,0.64,22.25,68.43,0.3,2.17,0.15,,
Baguio City,4/12/2023,15.72,44.23,1.14,18.58,10.81,7.81,0.44,13.03,51.98,0.14,1.37,0.12,,
Baguio City,1/16/2023,18.58,38.53,0.95,26.89,13.92,4.26,0.77,25.9,73.55,0.48,4,0.2,,
Baguio City,8/28/2023,20.1,36.92,1.4,24.31,13.78,5.75,0.7,30.4,74.3,0.34,2.48,0.18,,
Baguio City,2/19/2023,18.97,38.42,1.63,19.79,12,7.06,0.63,19.26,54.72,0.34,2.48,0.12,,
Baguio City,9/25/2023,19.56,52.4,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68,0.12,,
Baguio City,7/9/2023,13.26,51.63,1.15,37,20.6,5.35,0.78,23.6,37.05,0.45,3.7,0.35,,
Baguio City,1/25/2023,18.9,34.8,1.82,19.59,12.05,6.69,0.78,23.1,45.48,0.17,1.68,0.1,,
Baguio City,3/28/2023,19.14,37.95,1.99,21.47,13.17,4.15,0.5,25.09,43.31,0.06,1.6,0.11,,
Baguio City,1/29/2023,18.21,46.9,1.7,19.98,12.12,6.69,0.7,24.2,42.21,0.14,1.32,0.11,,
Baguio City,5/10/2023,15.24,51.97,1.93,20.32,12.54,4.91,0.53,21.47,43.36,0.23,2.08,0.12,,
Baguio City,8/11/2023,10.25,48.76,2,21.71,13.26,5.96,0.67,24.72,42.13,0.31,1.77,0.16,,
Baguio City,7/11/2023,10.35,35.65,0.8,17.33,9.84,4.32,0.47,17.09,44.47,0.06,1.16,0.11,,
Baguio City,11/23/2023,20.79,39.71,0.91,18.93,10.8,4.17,0.53,23.95,45.97,0.06,1.32,0.11,,
Baguio City,10/19/2023,20.43,42.17,1.83,19.42,11.91,4.01,0.61,21.27,34.54,0.15,1.24,0.11,,
Baguio City,5/20/2023,11.26,52.63,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17,0.14,,
Baguio City,4/13/2023,20,50.94,2.18,18.38,11.7,3.7,0.79,27.47,41.48,0.11,1.27,0.1,,
Baguio City,4/30/2023,19.92,42.61,1.27,16.96,10.05,3.25,0.72,13.67,30.35,0.21,1.02,0.11,,
Baguio City,12/6/2023,19.67,46.12,1.5,17.83,10.77,3.8,0.63,14.71,37.15,0.17,1.46,0.11,,
Baguio City,4/29/2023,20.16,40.01,1.7,17.31,10.2,4.07,0.89,18.61,48.85,0.21,1.82,0.11,,
Baguio City,12/2/2023,12.31,39.69,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55,0.14,,
Baguio City,5/4/2023,20.45,44.24,1.31,18,10.69,4.51,0.47,13.86,51.56,0.14,1.27,0.11,,
Baguio City,2/3/2023,16.59,34.2,1.47,18.03,10.88,4.47,0.52,17.79,42.23,0.14,1.09,0.11,,
Baguio City,10/21/2023,11.71,49.16,1.45,16.29,9.94,4.22,0.48,15.76,42.04,0.14,1.06,0.11,,
Baguio City,1/24/2023,10.58,52.82,2.11,26.44,15.85,3.85,0.57,19.96,45.17,0.23,2.96,0.15,,
Baguio City,11/26/2023,19.15,37.05,0.97,17.39,10.05,4.06,0.51,14.55,48.97,0.03,1.06,0.12,,
Baguio City,5/3/2023,13.83,48.97,1.66,22.98,13.65,4.84,0.77,17.7,39.43,0.16,1.62,0.19,,
Baguio City,8/1/2023,16.03,50.51,0.72,18.25,10.27,4.59,0.5,16.21,54.72,0.05,1.29,0.13,,
Baguio City,3/30/2023,15.5,38.87,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09,0.13,,
Baguio City,4/14/2023,10.85,45.61,1.54,27.54,15.99,3.61,0.95,17.17,42.88,0.17,2.37,0.24,,
Baguio City,5/12/2023,11.9,42.32,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09,0.11,,
Baguio City,10/27/2023,15.48,48.23,1.81,26.79,9.83,12.18,0.53,26.62,41.27,0.28,1.46,0.16,,
Baguio City,5/10/2023,20.68,38.08,1.52,24.2,13.97,5.86,0.52,23.46,56.71,0.15,1.38,0.12,,
Baguio City,4/18/2023,10.6,52.43,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,0.14,,
Baguio City,7/17/2023,14.59,48.7,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06,0.12,,
Baguio City,4/21/2023,17.13,36.09,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,0.18,,
Baguio City,12/4/2023,17.82,39.41,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,,
Baguio City,7/6/2023,14.28,40.26,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,0.13,,
Baguio City,6/17/2023,15.32,47.82,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,0.1,,
Baguio City,3/7/2023,18.61,33.77,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,0.12,,
Baguio City,6/19/2023,19.45,42.7,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,,
Baguio City,8/14/2023,10.6,36,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39,0.1,,
Baguio City,1/27/2023,20.43,44.96,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67,0.18,,
Baguio City,1/11/2023,18.56,47.74,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55,0.44,,
Baguio City,6/15/2023,19.21,40.65,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08,0.19,,
Baguio City,7/20/2023,17.28,52.54,3.87,25.45,16.74,4.45,0.45,18.94,34.87,0.28,1.73,0.14,,
Baguio City,12/13/2023,17.19,38.32,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,0.15,,
Baguio City,11/17/2023,12.52,33.8,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,5.99,,
Baguio City,4/19/2023,18.05,31.9,1,24.16,13.66,4.77,0.46,14.9,40.53,0.06,1.31,0.2,,
Baguio City,11/5/2023,14.95,35.93,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04,0.11,,
Baguio City,2/8/2023,14.66,42.49,2.36,30.66,18.32,4.41,0.76,14.36,38.26,0.08,2.31,0.28,,
Baguio City,1/11/2023,20.02,44.9,4.83,36.24,23.3,4.23,0.73,17.88,24.68,0.08,2.16,0.31,,
Baguio City,4/25/2023,19.49,35.02,3.08,26.62,16.74,3.09,0.53,17.43,27.85,0.1,1.04,0.17,,
Baguio City,2/5/2023,13.97,50.22,2.1,22,13.49,3.36,0.36,19.5,32.37,0.07,0.44,0.1,,
Baguio City,1/17/2023,16.82,37.13,1.72,20.71,12.5,2.82,0.32,18.01,32.91,0.05,0.23,0.1,,
Baguio City,5/11/2023,13,43.67,1.2,22.16,12.76,2.1,0.35,17,40.21,0.03,0.41,0.1,,
Baguio City,8/16/2023,14.29,33.93,4.39,29.37,19.27,2.9,0.42,16.27,29.58,0.11,0.91,0.24,,
Baguio City,7/2/2023,10.21,40.81,6.49,29.88,21.26,2.4,0.59,13.78,23.41,0.07,0.72,0.12,,
Baguio City,1/14/2023,15.92,44.67,7.23,30.62,22.26,2.68,0.61,12.6,27.29,0.09,0.67,0.1,,
Baguio City,3/22/2023,11.33,32.66,11.11,30.36,25.27,2.7,0.57,14.32,26.69,0.27,0.83,0.16,,
Baguio City,8/17/2023,15.81,50.41,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38,0.59,,
Baguio City,12/21/2023,15.56,43.71,2.55,18,11.62,3.43,0.58,18.86,26.64,0.21,0.49,0.16,,
Baguio City,2/1/2023,20.35,46.57,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56,0.16,,
Baguio City,6/13/2023,20.58,36.52,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97,0.17,,
Baguio City,9/28/2023,14,37.93,4.61,23.47,16.32,1.62,0.28,17.09,27.47,0.11,0.82,0.15,,
Baguio City,9/18/2023,16.99,44.35,5.45,25.64,18.15,2.13,0.51,20.09,32.1,0.15,1.14,0.11,,
Baguio City,9/16/2023,20.68,53.33,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2,0.11,,
Baguio City,4/23/2023,20.35,31.19,5.28,22.68,16.42,2.06,0.56,22.58,25.94,0.15,2.15,0.18,,
Baguio City,8/17/2023,12.89,53.99,1.25,4.58,3.13,3.6,0.42,14.79,36.77,0.2,1.3,0.25,,
Baguio City,10/1/2023,17.42,41,0.74,3.7,2.34,2.84,0.4,15.89,31.62,0.03,0.56,0.17,,
Baguio City,4/14/2023,16.86,33.95,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45,0.22,,
Baguio City,11/28/2023,20.52,51.55,4.68,17.05,12.96,2.72,0.47,15.46,27.69,0.18,2.6,0.29,,
Baguio City,7/7/2023,18.95,37.85,4.74,19.35,14.24,5.9,0.45,19.19,31.87,0.44,16.07,0.39,,
Baguio City,1/20/2023,13.27,32.87,3.29,16.01,11.13,5.05,0.43,12.93,35.8,0.18,2.28,0.21,,
Baguio City,10/18/2023,18.33,47.4,2.14,13.16,8.82,6.07,0.54,20.51,33.08,0.08,1.4,0.26,,
Baguio City,8/3/2023,18.81,51.34,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13,0.26,,
Baguio City,12/18/2023,10.21,44.64,1.25,4.64,3.56,4.81,0.49,9.71,34.63,0.03,0.98,0.18,,
Baguio City,10/30/2023,17.99,49.7,2.53,9.64,7.23,4.25,0.5,15.68,29.49,0.09,1.26,0.2,,
Baguio City,12/25/2023,16.51,52.1,8.56,12.71,13.79,3.87,0.42,15.77,22.09,0.09,0.98,0.16,,
Baguio City,12/29/2023,15.4,53.6,2.09,7.06,5.44,3.02,0.32,9.04,24.9,0.11,0.85,0.12,,
Baguio City,1/26/2023,15.71,47.37,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,0.27,,
Baguio City,12/25/2023,13.05,42.68,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96,0.15,,
Baguio City,6/18/2023,12.49,41.18,1.4,3.94,2.89,3.12,0.55,14.14,22.33,0.13,0.94,0.16,,
Baguio City,11/5/2023,16.28,32.42,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38,0.1,,
Baguio City,6/25/2023,15.97,42.9,5.81,11.39,9.53,2.47,0.56,21.15,19.61,0.1,0.84,0.15,,
Baguio City,8/24/2023,15.53,50.44,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98,0.13,,
Baguio City,3/28/2023,19.96,40.15,2.17,4.4,4.19,2.59,0.38,11.66,24.46,0.2,0.88,0.11,,
Baguio City,5/12/2023,16.38,48.11,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,0.21,,
Baguio City,10/1/2023,17.13,53.82,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26,0.1,,
Baguio City,11/20/2023,11.64,48.92,1.48,3.35,2.36,4.4,0.32,11.83,20.23,0.09,0.36,0.1,,
Baguio City,6/7/2023,18.61,42.62,1.68,4.02,3.51,6.13,0.34,10.88,23.92,0.19,0.4,0.1,,
Baguio City,8/7/2023,14.46,32.49,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49,0.1,,
Baguio City,11/13/2023,14.13,49.83,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61,0.12,,
Baguio City,5/14/2023,12.9,40.68,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,0.1,,
Baguio City,1/24/2023,13.28,35.8,3.47,7.66,6.99,6.31,0.27,11.94,22.68,0.29,0.5,0.1,,
Baguio City,5/22/2023,16.85,37.58,3.17,10.11,8.05,6.98,0.41,11.86,22.62,0.12,1.08,0.16,,
Baguio City,2/1/2023,13.16,31.38,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,,
Baguio City,7/1/2023,18.21,38.91,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,0.14,,
Baguio City,7/14/2023,18.98,39.58,1.89,7.45,5.5,6.45,0.32,12.44,25.4,0.37,0.73,0.28,,
Baguio City,4/20/2023,10.77,39.32,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Baguio City,3/4/2023,10.47,50.58,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04,0.3,,
Baguio City,2/22/2023,20.09,48.73,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48,0.26,,
Baguio City,1/21/2023,16.44,46.74,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,,
Baguio City,1/3/2023,20.33,41.79,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45,0.54,,
Baguio City,7/19/2023,20.97,53.3,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,0.27,,
Baguio City,11/19/2023,12.63,43.24,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45,0.37,,
Baguio City,1/20/2023,20.73,34.15,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85,0.39,,
Baguio City,6/12/2023,11.75,47.42,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,0.46,,
Baguio City,3/8/2023,13.53,44.05,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49,0.32,,
Baguio City,4/22/2023,17.98,40.56,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8,0.42,,
Baguio City,3/19/2023,11.65,37.24,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5,0.32,,
Baguio City,3/15/2023,12.01,50.75,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,0.24,,
Baguio City,2/17/2023,11.77,42.95,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,0.18,,
Baguio City,10/18/2023,16.82,32.83,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,0.22,,
Baguio City,2/28/2023,11.4,38.51,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18,0.28,,
Baguio City,6/12/2023,14.81,51.3,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,0.16,,
Baguio City,2/26/2023,19.5,52.6,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,0.23,,
Baguio City,11/3/2023,17.29,31.77,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,0.16,,
Baguio City,9/14/2023,18.96,46.22,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1,0.22,,
Baguio City,9/6/2023,10.88,40.28,3,9.97,7.46,8.32,0.76,14.66,22.53,0.23,3.37,0.22,,
Baguio City,11/20/2023,11.73,45.53,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,,
Baguio City,12/11/2023,18.09,52.66,3.98,13.01,10.25,8.33,0.65,15.46,29.36,0.22,3.84,0.24,,
Baguio City,10/27/2023,17.82,36.26,6.02,13.63,12.23,8.18,0.62,12.08,28.76,0.2,2.33,0.22,,
Baguio City,7/25/2023,12.91,37.96,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01,0.29,,
Baguio City,1/20/2023,10.67,41.18,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,,
Baguio City,11/2/2023,16.55,37.38,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6,0.16,,
Baguio City,12/2/2023,16.38,42.15,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35,0.18,,
Baguio City,6/17/2023,14.6,39.3,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99,0.21,,
Baguio City,12/6/2023,13,40.37,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,,
Baguio City,10/31/2023,19.19,33.47,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,,
Baguio City,3/4/2023,11.27,43.64,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,5/1/2023,20.14,45.07,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,4/29/2023,18.63,49.8,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,2/12/2023,19.2,35.11,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,5/4/2023,10.09,52.47,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,1/27/2023,17.85,37.29,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,1/5/2023,18.55,44.48,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,11/3/2023,15.99,39.38,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,8/22/2023,11.01,47.49,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,10/2/2023,13.96,32.83,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,7/24/2023,20.52,52.35,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,2/6/2023,12.5,49.19,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,5/31/2023,18.62,41.54,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,5/19/2023,10.99,45.58,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,10/16/2023,17.08,47.23,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,6/23/2023,10,33.64,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,12/8/2023,14.33,44.45,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,5/16/2023,10.31,42.17,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,6/24/2023,15.35,39.17,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,9/4/2023,19.14,32.75,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,1/10/2023,17.23,52.51,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,1/21/2023,13.58,49.86,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,2/12/2023,13.74,32.18,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,4/29/2023,15.57,44.16,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,5/1/2023,10.08,35.26,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,6/25/2023,17.08,41.84,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,12/27/2023,11.8,43.67,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,1/9/2023,10.63,36.2,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,4/7/2023,12.44,50,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,8/22/2023,20.56,41.71,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,1/4/2023,13.32,31.86,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,1/1/2023,11.19,45.6,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,11/27/2023,18.47,31.25,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,1/30/2023,17.22,40.3,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,11/4/2023,10.52,39.89,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,3/5/2023,14.93,36.3,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
